step,body,x,y,z,energy
616,0,3.774290e+03,1.182773e+03,1.452263e+02,-3.788810e+32
616,1,3.516722e+10,4.565159e+10,5.605310e+09,-3.788810e+32
620,0,3.819840e+03,1.205245e+03,1.479855e+02,-3.788843e+32
620,1,3.489276e+10,4.585834e+10,5.630697e+09,-3.788843e+32
624,0,3.865595e+03,1.227988e+03,1.507780e+02,-3.788877e+32
624,1,3.461706e+10,4.606347e+10,5.655883e+09,-3.788877e+32
628,0,3.911554e+03,1.251002e+03,1.536037e+02,-3.788910e+32
628,1,3.434014e+10,4.626696e+10,5.680869e+09,-3.788910e+32
632,0,3.957715e+03,1.274288e+03,1.564629e+02,-3.788944e+32
632,1,3.406200e+10,4.646881e+10,5.705653e+09,-3.788944e+32
636,0,4.004076e+03,1.297848e+03,1.593557e+02,-3.788977e+32
636,1,3.378265e+10,4.666902e+10,5.730235e+09,-3.788977e+32
640,0,4.050636e+03,1.321682e+03,1.622822e+02,-3.789011e+32
640,1,3.350211e+10,4.686756e+10,5.754613e+09,-3.789011e+32
644,0,4.097392e+03,1.345793e+03,1.652426e+02,-3.789044e+32
644,1,3.322038e+10,4.706445e+10,5.778787e+09,-3.789044e+32
648,0,4.144344e+03,1.370181e+03,1.682370e+02,-3.789078e+32
648,1,3.293747e+10,4.725966e+10,5.802757e+09,-3.789078e+32
652,0,4.191490e+03,1.394847e+03,1.712656e+02,-3.789111e+32
652,1,3.265340e+10,4.745320e+10,5.826520e+09,-3.789111e+32
656,0,4.238827e+03,1.419792e+03,1.743285e+02,-3.789145e+32
656,1,3.236817e+10,4.764505e+10,5.850077e+09,-3.789145e+32
660,0,4.286355e+03,1.445018e+03,1.774259e+02,-3.789178e+32
660,1,3.208180e+10,4.783522e+10,5.873426e+09,-3.789178e+32
664,0,4.334071e+03,1.470526e+03,1.805578e+02,-3.789212e+32
664,1,3.179428e+10,4.802368e+10,5.896567e+09,-3.789212e+32
668,0,4.381975e+03,1.496316e+03,1.837245e+02,-3.789245e+32
668,1,3.150565e+10,4.821044e+10,5.919498e+09,-3.789245e+32
672,0,4.430063e+03,1.522390e+03,1.869260e+02,-3.789279e+32
672,1,3.121589e+10,4.839550e+10,5.942220e+09,-3.789279e+32
676,0,4.478335e+03,1.548749e+03,1.901625e+02,-3.789312e+32
676,1,3.092503e+10,4.857883e+10,5.964730e+09,-3.789312e+32
680,0,4.526789e+03,1.575395e+03,1.934341e+02,-3.789346e+32
680,1,3.063307e+10,4.876044e+10,5.987030e+09,-3.789346e+32
684,0,4.575423e+03,1.602327e+03,1.967410e+02,-3.789379e+32
684,1,3.034003e+10,4.894032e+10,6.009116e+09,-3.789379e+32
688,0,4.624235e+03,1.629548e+03,2.000833e+02,-3.789413e+32
688,1,3.004592e+10,4.911847e+10,6.030990e+09,-3.789413e+32
692,0,4.673224e+03,1.657057e+03,2.034611e+02,-3.789446e+32
692,1,2.975074e+10,4.929487e+10,6.052649e+09,-3.789446e+32
696,0,4.722387e+03,1.684857e+03,2.068745e+02,-3.789480e+32
696,1,2.945451e+10,4.946952e+10,6.074094e+09,-3.789480e+32
700,0,4.771724e+03,1.712949e+03,2.103237e+02,-3.789513e+32
700,1,2.915723e+10,4.964242e+10,6.095323e+09,-3.789513e+32
704,0,4.821233e+03,1.741333e+03,2.138088e+02,-3.789547e+32
704,1,2.885892e+10,4.981356e+10,6.116336e+09,-3.789547e+32
708,0,4.870911e+03,1.770010e+03,2.173299e+02,-3.789580e+32
708,1,2.855959e+10,4.998293e+10,6.137132e+09,-3.789580e+32
712,0,4.920756e+03,1.798981e+03,2.208871e+02,-3.789614e+32
712,1,2.825924e+10,5.015052e+10,6.157710e+09,-3.789614e+32
716,0,4.970768e+03,1.828248e+03,2.244806e+02,-3.789647e+32
716,1,2.795790e+10,5.031634e+10,6.178070e+09,-3.789647e+32
720,0,5.020945e+03,1.857811e+03,2.281105e+02,-3.789681e+32
720,1,2.765556e+10,5.048037e+10,6.198210e+09,-3.789681e+32
724,0,5.071284e+03,1.887671e+03,2.317768e+02,-3.789714e+32
724,1,2.735225e+10,5.064261e+10,6.218131e+09,-3.789714e+32
728,0,5.121783e+03,1.917829e+03,2.354798e+02,-3.789748e+32
728,1,2.704797e+10,5.080305e+10,6.237830e+09,-3.789748e+32
732,0,5.172442e+03,1.948287e+03,2.392196e+02,-3.789782e+32
732,1,2.674273e+10,5.096169e+10,6.257309e+09,-3.789782e+32
736,0,5.223258e+03,1.979045e+03,2.429962e+02,-3.789815e+32
736,1,2.643654e+10,5.111852e+10,6.276565e+09,-3.789815e+32
740,0,5.274229e+03,2.010104e+03,2.468097e+02,-3.789849e+32
740,1,2.612941e+10,5.127354e+10,6.295599e+09,-3.789849e+32
744,0,5.325354e+03,2.041464e+03,2.506603e+02,-3.789882e+32
744,1,2.582136e+10,5.142674e+10,6.314410e+09,-3.789882e+32
748,0,5.376630e+03,2.073128e+03,2.545481e+02,-3.789916e+32
748,1,2.551240e+10,5.157811e+10,6.332996e+09,-3.789916e+32
