step,body,x,y,z,energy
119,0,1.660841e+03,4.820717e+01,0.000000e+00,-2.651459e+33
119,1,1.490468e+11,1.284890e+10,0.000000e+00,-2.651459e+33
120,0,1.688620e+03,4.941721e+01,0.000000e+00,-2.651460e+33
120,1,1.490376e+11,1.295571e+10,0.000000e+00,-2.651460e+33
121,0,1.716628e+03,5.064732e+01,0.000000e+00,-2.651461e+33
121,1,1.490283e+11,1.306251e+10,0.000000e+00,-2.651461e+33
122,0,1.744867e+03,5.189766e+01,0.000000e+00,-2.651463e+33
122,1,1.490189e+11,1.316930e+10,0.000000e+00,-2.651463e+33
123,0,1.773335e+03,5.316841e+01,0.000000e+00,-2.651464e+33
123,1,1.490094e+11,1.327608e+10,0.000000e+00,-2.651464e+33
124,0,1.802033e+03,5.445973e+01,0.000000e+00,-2.651465e+33
124,1,1.489998e+11,1.338286e+10,0.000000e+00,-2.651465e+33
125,0,1.830961e+03,5.577177e+01,0.000000e+00,-2.651467e+33
125,1,1.489902e+11,1.348963e+10,0.000000e+00,-2.651467e+33
126,0,1.860119e+03,5.710471e+01,0.000000e+00,-2.651468e+33
126,1,1.489805e+11,1.359640e+10,0.000000e+00,-2.651468e+33
127,0,1.889507e+03,5.845871e+01,0.000000e+00,-2.651469e+33
127,1,1.489707e+11,1.370315e+10,0.000000e+00,-2.651469e+33
128,0,1.919124e+03,5.983394e+01,0.000000e+00,-2.651471e+33
128,1,1.489608e+11,1.380990e+10,0.000000e+00,-2.651471e+33
129,0,1.948972e+03,6.123055e+01,0.000000e+00,-2.651472e+33
129,1,1.489509e+11,1.391665e+10,0.000000e+00,-2.651472e+33
130,0,1.979049e+03,6.264872e+01,0.000000e+00,-2.651473e+33
130,1,1.489409e+11,1.402338e+10,0.000000e+00,-2.651473e+33
131,0,2.009356e+03,6.408861e+01,0.000000e+00,-2.651475e+33
131,1,1.489308e+11,1.413011e+10,0.000000e+00,-2.651475e+33
132,0,2.039893e+03,6.555038e+01,0.000000e+00,-2.651476e+33
132,1,1.489206e+11,1.423683e+10,0.000000e+00,-2.651476e+33
133,0,2.070660e+03,6.703420e+01,0.000000e+00,-2.651478e+33
133,1,1.489104e+11,1.434355e+10,0.000000e+00,-2.651478e+33
134,0,2.101656e+03,6.854024e+01,0.000000e+00,-2.651479e+33
134,1,1.489000e+11,1.445025e+10,0.000000e+00,-2.651479e+33
135,0,2.132882e+03,7.006865e+01,0.000000e+00,-2.651480e+33
135,1,1.488896e+11,1.455695e+10,0.000000e+00,-2.651480e+33
